,Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language,Era,Combined_Features
2144,Oridathoru Postman,2010,129 min,3.7,68,drama,malayalam,after_2000,drama malayalam after_2000
2145,Jwalamukhi,1980,162 min,5.9,27,action romance drama,hindi,1980_1990,action romance drama hindi 1980_1990
2146,Oru Avadhikaalam,2010,85 min,6.4,0,comedy,malayalam,after_2000,comedy malayalam after_2000
2147,Yatrik,1952,,8.6,7,drama,hindi,before_1980,drama hindi before_1980
2148,Bakrid,2019,121 min,7.4,262,drama,tamil,after_2000,drama tamil after_2000
2149,Kaanchaana,2011,,7.0,16,comedy romance thriller,kannada,after_2000,comedy romance thriller kannada after_2000
2150,Pavakkoothu,1990,,4.8,29,comedy drama,malayalam,1990_2000,comedy drama malayalam 1990_2000
2151,Kokila,1989,,6.4,27,action crime drama,telugu,1980_1990,action crime drama telugu 1980_1990
2152,Thiruda Thirudi,2003,132 min,6.2,159,comedy romance,tamil,after_2000,comedy romance tamil after_2000
2153,Sangam,1954,,6.4,0,drama family,hindi,before_1980,drama family hindi before_1980
2154,Mashooq,1992,,5.4,40,drama romance,hindi,1990_2000,drama romance hindi 1990_2000
2155,Ramaniyechiyude Namathil,2015,,6.4,0,short drama,malayalam,after_2000,short drama malayalam after_2000
2156,Bhagavathykaavile Papikal: Sinners at the Goddess Abode,2016,8 min,6.4,0,short drama,malayalam,after_2000,short drama malayalam after_2000
2157,Jiban Jigyasa,1971,148 min,6.2,5,drama,bengali,before_1980,drama bengali before_1980
2158,So Simple,2012,,6.4,0,drama,nepali,after_2000,drama nepali after_2000
2159,Attention,1946,,6.4,0,action,hindi,before_1980,action hindi before_1980
2160,Paathshala,2014,117 min,7.3,89,drama,telugu,after_2000,drama telugu after_2000
2161,Days of Borapura,2018,,6.4,0,comedy,kannada,after_2000,comedy kannada after_2000
2162,Singh Is Bliing,2015,141 min,5.0,7695,action comedy,hindi,after_2000,action comedy hindi after_2000
2163,Ratri Sheshey,1957,,6.4,0,drama,bengali,before_1980,drama bengali before_1980
2164,Kalankini Based on the Novel by Gulshan Nanda 1993,1993,120 min,6.4,0,drama family romance,hindi,1990_2000,drama family romance hindi 1990_2000
2165,Asha Jyoti,1984,142 min,6.3,43,drama family romance,hindi,1980_1990,drama family romance hindi 1980_1990
2166,Thiranottam,1978,,6.4,0,drama,malayalam,before_1980,drama malayalam before_1980
2167,Gangaputrulu,2011,,6.4,0,drama,telugu,after_2000,drama telugu after_2000
2168,Irul,2021,91 min,5.8,2030,mystery thriller,malayalam,after_2000,mystery thriller malayalam after_2000
2169,Okate Life,2019,129 min,6.4,0,drama,telugu,after_2000,drama telugu after_2000
2170,Antariksha,1957,130 min,6.4,0,drama,bengali,before_1980,drama bengali before_1980
2171,Gunavantha,2007,,6.4,0,drama,kannada,after_2000,drama kannada after_2000
2172,Chemistry,2013,,5.1,7,romance,hindi,after_2000,romance hindi after_2000
2173,Thee,2009,,1.9,17,drama,tamil,after_2000,drama tamil after_2000
2174,Baikocha Bhau,1962,,6.4,0,drama family,marathi,before_1980,drama family marathi before_1980
2175,Shaadi Se Pehle,2006,122 min,4.1,730,comedy musical romance,hindi,after_2000,comedy musical romance hindi after_2000
2176,Meyaadha Maan,2017,147 min,7.2,926,comedy romance,tamil,after_2000,comedy romance tamil after_2000
2177,Scribbles on Akka,2000,60 min,6.4,0,drama,hindi,after_2000,drama hindi after_2000
2178,Geet Kahin Sangeet Kahin,1969,,6.4,0,drama,urdu,before_1980,drama urdu before_1980
2179,Meenakshi,1942,155 min,7.2,12,drama,hindi,before_1980,drama hindi before_1980
2180,Moksha: Salvation,2001,150 min,6.2,385,crime drama thriller,hindi,after_2000,crime drama thriller hindi after_2000
2181,Swarna Malsyangal,2019,118 min,6.0,5,drama,malayalam,after_2000,drama malayalam after_2000
2182,Yeti,2014,62 min,6.4,0,drama,hindi,after_2000,drama hindi after_2000
2183,One Two Three,2008,135 min,5.3,2473,comedy crime,hindi,after_2000,comedy crime hindi after_2000
2184,Aai Thor Tujhe Upkaar,1999,153 min,6.4,0,drama,marathi,1990_2000,drama marathi 1990_2000
2185,Amdavad Junction,2013,95 min,4.4,16,mystery,hindi,after_2000,mystery hindi after_2000
2186,Trishanku,2011,,6.4,0,drama,bengali,after_2000,drama bengali after_2000
2187,Bidhatar Lekha,2007,150 min,6.6,54,drama,bengali,after_2000,drama bengali after_2000
2188,Africa,1954,,6.4,0,action,hindi,before_1980,action hindi before_1980
2189,Ekk Deewana Tha,2012,136 min,5.9,2927,drama romance,hindi,after_2000,drama romance hindi after_2000
2190,Sethu,1999,130 min,8.1,2328,action drama romance,tamil,1990_2000,action drama romance tamil 1990_2000
2191,Vanna Jigina,2015,,6.4,0,drama,tamil,after_2000,drama tamil after_2000
2192,Chari Ori Fireli Yaha Mogi Mata,2020,,6.4,0,family,gujarati,after_2000,family gujarati after_2000
2193,Puttinilla Mettinilla,1994,,6.4,0,drama,telugu,1990_2000,drama telugu 1990_2000
2194,Choron Ki Baraat,2015,,6.4,0,comedy,hindi,after_2000,comedy hindi after_2000
2195,1234,2016,,6.5,10,drama,marathi,after_2000,drama marathi after_2000
2196,Guru,2003,162 min,5.5,70,action,hindi,after_2000,action hindi after_2000
2197,Diwana Tere Dil Ka,1997,,6.4,0,romance,hindi,1990_2000,romance hindi 1990_2000
2198,Krishna Rao Supermarket,2019,149 min,5.7,43,thriller,telugu,after_2000,thriller telugu after_2000
2199,Kuasha,1949,,6.4,0,drama,bengali,before_1980,drama bengali before_1980
2200,Doraemon: Nobita and the Knights on Dinosaurs,1987,90 min,6.6,215,animation adventure family,hindi,1980_1990,animation adventure family hindi 1980_1990
2201,Wing One's Way...,2020,,6.4,0,short drama,assamese,after_2000,short drama assamese after_2000
2202,The To Do List,2013,104 min,5.8,37325,comedy romance,sanskrit,after_2000,comedy romance sanskrit after_2000
2203,Toote Dil,1980,,6.4,0,romance,hindi,1980_1990,romance hindi 1980_1990
2204,Badsha the Don,2016,157 min,5.4,382,action romance,bengali,after_2000,action romance bengali after_2000
2205,Bachchon Ka Khel,1983,,6.4,0,drama,hindi,1980_1990,drama hindi 1980_1990
2206,Kachche Dhaage,1999,144 min,6.0,1408,action drama thriller,hindi,1990_2000,action drama thriller hindi 1990_2000
2207,Santri Badshah,1978,,6.4,0,drama,punjabi,before_1980,drama punjabi before_1980
2208,Vizhi Moodi Yosithaal,2014,122 min,7.7,18,action sci-fi thriller,tamil,after_2000,action sci-fi thriller tamil after_2000
2209,Maratha Battalion,2002,,6.4,0,action,marathi,after_2000,action marathi after_2000
2210,Panchhi,2001,,6.4,0,drama,nepali,after_2000,drama nepali after_2000
2211,Sandhya Belar Rupkatha,1950,,6.4,0,drama,bengali,before_1980,drama bengali before_1980
2212,Birbal My Brother,1973,105 min,6.4,0,drama,hindi,before_1980,drama hindi before_1980
2213,Shama,1981,,6.9,13,crime drama romance,hindi,1980_1990,crime drama romance hindi 1980_1990
2214,Lokamay Yathara,2008,28 min,6.4,0,documentary short,malayalam,after_2000,documentary short malayalam after_2000
2215,Madras Cafe,2013,130 min,7.7,23083,action drama thriller,hindi,after_2000,action drama thriller hindi after_2000
2216,Gopala Rao Gari Ammayi,1980,130 min,8.5,44,comedy,telugu,1980_1990,comedy telugu 1980_1990
2217,Vignesh,2004,125 min,6.4,0,drama,telugu,after_2000,drama telugu after_2000
2218,Devaru Kotta Thangi,2009,,6.4,0,drama,kannada,after_2000,drama kannada after_2000
2219,Vasna,1991,,2.8,5,action,hindi,1990_2000,action hindi 1990_2000
2220,Jeb Katari,1997,,6.4,0,action,hindi,1990_2000,action hindi 1990_2000
2221,Sapana,1993,,6.4,0,drama,nepali,1990_2000,drama nepali 1990_2000
2222,Bola Dajiba,1987,,6.4,0,drama,marathi,1980_1990,drama marathi 1980_1990
2223,Vayuputra,2009,142 min,6.4,0,drama,kannada,after_2000,drama kannada after_2000
2224,Thalayatti Bommaigal,1986,120 min,6.4,0,drama,tamil,1980_1990,drama tamil 1980_1990
2225,Rakshaka Bhatudu,2017,,6.4,0,drama,telugu,after_2000,drama telugu after_2000
2226,Dwanda,1943,,6.4,0,drama,bengali,before_1980,drama bengali before_1980
2227,Ondu Muthina Kathe,1987,131 min,7.5,157,drama,kannada,1980_1990,drama kannada 1980_1990
2228,Manusher Bagan,2020,,6.4,0,drama,bengali,after_2000,drama bengali after_2000
2229,Trishala Ka Laal,1978,,6.4,0,drama,hindi,before_1980,drama hindi before_1980
2230,Rustom-E-Rome,1964,106 min,6.4,5,action adventure drama,hindi,before_1980,action adventure drama hindi before_1980
2231,Thaalam Thettiya Tharattu,1983,,6.4,0,drama romance,malayalam,1980_1990,drama romance malayalam 1980_1990
2232,Kalavani 2,2019,141 min,4.0,81,comedy drama romance,tamil,after_2000,comedy drama romance tamil after_2000
2233,Sammohanam,1994,106 min,5.9,8,drama,malayalam,1990_2000,drama malayalam 1990_2000
2234,Raaga Thaalangal,2018,104 min,6.4,0,drama,tamil,after_2000,drama tamil after_2000
2235,Kanhaiyaa,1981,,5.4,5,action crime drama,hindi,1980_1990,action crime drama hindi 1980_1990
2236,Sajna Ve Sajna,2007,149 min,6.4,0,drama,punjabi,after_2000,drama punjabi after_2000
2237,Soojidaara,2019,,7.7,43,drama mystery thriller,kannada,after_2000,drama mystery thriller kannada after_2000
2238,Thackeray,2020,,6.4,0,action,kannada,after_2000,action kannada after_2000
2239,Y.D Family,2018,137 min,6.4,0,drama,gujarati,after_2000,drama gujarati after_2000
2240,Mastaner Upor Mastan,2002,,6.4,9,action,bengali,after_2000,action bengali after_2000
2241,Kastoori,2019,100 min,8.8,30,drama,marathi,after_2000,drama marathi after_2000
2242,Aadharshila,1982,154 min,6.2,18,drama,hindi,1980_1990,drama hindi 1980_1990
2243,Dangerous,2021,,6.4,0,action romance thriller,telugu,after_2000,action romance thriller telugu after_2000
2244,Pari of Pokhara,2020,23 min,6.4,0,short,urdu,after_2000,short urdu after_2000
2245,Mom's Coming,2022,,6.4,0,horror musical thriller,telugu,after_2000,horror musical thriller telugu after_2000
2246,Hamdam,1967,,6.4,0,drama,urdu,before_1980,drama urdu before_1980
2247,Bhootni,2000,,6.4,0,horror,hindi,after_2000,horror hindi after_2000
2248,Pallivathuckal Thommichan,1996,,4.5,8,drama,malayalam,1990_2000,drama malayalam 1990_2000
2249,Intezar,1973,116 min,5.8,5,drama,hindi,before_1980,drama hindi before_1980
2250,The Lost Detective,1920,,6.4,0,short comedy,rajastani,before_1980,short comedy rajastani before_1980
2251,Rama Chakkani Seetha,2019,126 min,6.1,114,drama romance,telugu,after_2000,drama romance telugu after_2000
2252,Palabi Kothae,1997,158 min,7.9,334,comedy drama,bengali,1990_2000,comedy drama bengali 1990_2000
2253,Preethso Hrudayagaligondu Pisumaathu,2019,,6.4,0,romance,kannada,after_2000,romance kannada after_2000
2254,Inspector Kiran,2004,118 min,6.4,0,action crime drama,hindi,after_2000,action crime drama hindi after_2000
2255,Chinna Poove Mella Pesu,1987,,5.9,7,romance,tamil,1980_1990,romance tamil 1980_1990
2256,Desamuduru,2007,148 min,6.1,1528,action drama,telugu,after_2000,action drama telugu after_2000
2257,Sunpani,2015,,6.4,0,drama,nepali,after_2000,drama nepali after_2000
2258,Abani Udavla Baar,2009,,6.4,0,comedy,marathi,after_2000,comedy marathi after_2000
2259,En Uyir Nee Thaane,1998,150 min,6.4,0,drama,tamil,1990_2000,drama tamil 1990_2000
2260,Bap Boro Na Shoshur Boro,2010,,6.4,0,family,bengali,after_2000,family bengali after_2000
2261,Ashke,2018,122 min,6.9,698,drama romance,punjabi,after_2000,drama romance punjabi after_2000
2262,Aayudham Seivom,2008,143 min,4.1,17,drama,tamil,after_2000,drama tamil after_2000
2263,Shor,1972,170 min,7.2,329,drama,hindi,before_1980,drama hindi before_1980
2264,Jalpari,1952,,6.4,0,fantasy,hindi,before_1980,fantasy hindi before_1980
2265,Aakraman,1975,139 min,6.3,44,drama history romance,hindi,before_1980,drama history romance hindi before_1980
2266,Shabash Ramu,1993,,6.4,0,comedy,telugu,1990_2000,comedy telugu 1990_2000
2267,Pallakki,2007,141 min,6.4,0,drama,kannada,after_2000,drama kannada after_2000
2268,Gun Pe Done,2019,120 min,6.4,0,comedy,hindi,after_2000,comedy hindi after_2000
2269,Babulu Gadi Debba,1984,,6.4,0,drama,telugu,1980_1990,drama telugu 1980_1990
2270,Vaibhavam,1998,,6.4,0,drama,telugu,1990_2000,drama telugu 1990_2000
2271,Surja Dighal Bari,1979,131 min,8.4,292,drama,bengali,before_1980,drama bengali before_1980
2272,Kartooz,2015,156 min,6.4,0,action crime thriller,bengali,after_2000,action crime thriller bengali after_2000
2273,Sangaathi,2008,,6.4,0,drama,kannada,after_2000,drama kannada after_2000
2274,Enemy?,2015,94 min,8.1,19,drama,konkani,after_2000,drama konkani after_2000
2275,Ladki,1953,161 min,5.8,15,comedy,hindi,before_1980,comedy hindi before_1980
2276,Stanley Ka Dabba,2011,96 min,7.8,6359,comedy drama family,hindi,after_2000,comedy drama family hindi after_2000
2277,Sahasa,1952,,6.4,0,drama,bengali,before_1980,drama bengali before_1980
2278,Leena,2012,8 min,6.4,0,short thriller,malayalam,after_2000,short thriller malayalam after_2000
2279,Life Jothe Ondu Selfie,2018,121 min,7.1,22,romance,kannada,after_2000,romance kannada after_2000
2280,Naxalite,2000,,6.4,0,action,kannada,after_2000,action kannada after_2000
2281,Ammammagarillu,2018,156 min,5.5,140,romance,telugu,after_2000,romance telugu after_2000
2282,Mooru Guttu Ondu Sullu Ondu Nija,2009,,6.4,0,drama,kannada,after_2000,drama kannada after_2000
2283,Bhagyalipi,1979,,6.4,0,drama,bengali,before_1980,drama bengali before_1980
2284,Samantaral,2017,114 min,7.6,743,drama,bengali,after_2000,drama bengali after_2000
2285,Badhshala,2013,100 min,7.3,31,drama,nepali,after_2000,drama nepali after_2000
2286,Ladies vs. Ricky Bahl,2011,140 min,6.0,8947,comedy crime drama,urdu,after_2000,comedy crime drama urdu after_2000
2287,Kombu,2020,111 min,4.5,40,thriller,tamil,after_2000,thriller tamil after_2000
2288,Nuvvante Nakistam,2005,151 min,3.6,18,romance,telugu,after_2000,romance telugu after_2000
2289,Kondaveeti Simham,1981,163 min,7.4,90,action drama family,telugu,1980_1990,action drama family telugu 1980_1990
2290,Akka Thangai,1969,141 min,6.4,0,drama,tamil,before_1980,drama tamil before_1980
2291,One Way Ticket,2016,94 min,5.0,35,mystery,marathi,after_2000,mystery marathi after_2000
2292,Commander,1994,,6.4,0,action drama,bengali,1990_2000,action drama bengali 1990_2000
2293,Rojavai Killathe,1993,,6.4,0,drama,tamil,1990_2000,drama tamil 1990_2000
2294,Perversion,2020,60 min,6.4,0,drama,hindi,after_2000,drama hindi after_2000
2295,From Sydney with Love,2012,,6.2,69,comedy romance,hindi,after_2000,comedy romance hindi after_2000
2296,Ninaithen Vandhai,1998,150 min,6.7,182,drama romance,tamil,1990_2000,drama romance tamil 1990_2000
2297,Balwinder Singh Famous Ho Gaya,2014,136 min,3.6,49,comedy,hindi,after_2000,comedy hindi after_2000
2298,Punha Gondhal Punha Mujra,2014,,6.0,22,comedy,marathi,after_2000,comedy marathi after_2000
2299,Call Girl,1974,,6.6,24,drama family romance,hindi,before_1980,drama family romance hindi before_1980
2300,Mukh O Mukhosh,1956,99 min,8.0,178,drama,bengali,before_1980,drama bengali before_1980
2301,Begana,1966,,6.4,0,drama,urdu,before_1980,drama urdu before_1980
2302,Solo Brathuke So Better,2020,122 min,5.4,1165,drama,telugu,after_2000,drama telugu after_2000
2303,Paaghadi (The Turban),2018,112 min,6.4,8,drama,gujarati,after_2000,drama gujarati after_2000
2304,Tushagni,2019,113 min,6.4,0,romance thriller,bengali,after_2000,romance thriller bengali after_2000
2305,Thappitha Thala,1978,,7.7,88,drama,tamil,before_1980,drama tamil before_1980
2306,Nag Devta,1991,,2.3,24,action,punjabi,1990_2000,action punjabi 1990_2000
2307,Bell Bottom,2019,130 min,8.2,1389,comedy thriller,kannada,after_2000,comedy thriller kannada after_2000
2308,Mr. & Ms. Rowdy,2019,146 min,4.4,181,comedy thriller,malayalam,after_2000,comedy thriller malayalam after_2000
2309,Sagar Alias Jackie: Reloaded,2009,139 min,5.2,876,action crime,malayalam,after_2000,action crime malayalam after_2000
2310,Saheb Bibi Golaam,2016,121 min,6.5,625,action crime drama,bengali,after_2000,action crime drama bengali after_2000
2311,Mera Jiwan,1976,,6.4,0,drama,hindi,before_1980,drama hindi before_1980
2312,Gaali,1944,122 min,6.4,0,drama mystery,hindi,before_1980,drama mystery hindi before_1980
2313,Ata Mi Kashi Diste,2006,,6.4,0,family,marathi,after_2000,family marathi after_2000
2314,Qaidi,1984,110 min,6.1,29,action drama,hindi,1980_1990,action drama hindi 1980_1990
2315,Shilpi,1995,130 min,7.0,6,biography family musical,bengali,1990_2000,biography family musical bengali 1990_2000
2316,Kokhon Tomar Asbe Telephone,2014,,4.4,7,comedy romance,bengali,after_2000,comedy romance bengali after_2000
2317,Anokha Anubhav,2003,105 min,6.4,0,thriller,hindi,after_2000,thriller hindi after_2000
2318,Chemman Chaalai,2005,92 min,8.1,11,drama,tamil,after_2000,drama tamil after_2000
2319,Adwitiya,1968,116 min,7.1,12,drama,bengali,before_1980,drama bengali before_1980
2320,Marumunai,2014,,6.4,0,drama,tamil,after_2000,drama tamil after_2000
2321,Desi,2019,129 min,6.4,0,sport,punjabi,after_2000,sport punjabi after_2000
2322,Poovellaam Kettuppaar,1999,,6.5,450,comedy romance,tamil,1990_2000,comedy romance tamil 1990_2000
2323,Samar,1998,126 min,7.5,31,drama,hindi,1990_2000,drama hindi 1990_2000
2324,Parinda,2019,90 min,6.4,0,family musical,hindi,after_2000,family musical hindi after_2000
2325,Main Krishna Hoon,2013,134 min,5.4,182,animation family musical,hindi,after_2000,animation family musical hindi after_2000
2326,Yaan,2014,153 min,3.5,335,action thriller,telugu,after_2000,action thriller telugu after_2000
2327,Padma Meghna Jamuna,1991,159 min,7.1,14,drama romance,urdu,1990_2000,drama romance urdu 1990_2000
2328,Vizhithiru,2017,127 min,5.9,103,drama,tamil,after_2000,drama tamil after_2000
2329,D Company,2021,,6.4,0,action crime thriller,tamil,after_2000,action crime thriller tamil after_2000
2330,Sunil Vayassu 20,1986,120 min,5.3,6,crime drama,malayalam,1980_1990,crime drama malayalam 1980_1990
2331,Premi No. 1,2009,160 min,6.2,20,comedy drama romance,bengali,after_2000,comedy drama romance bengali after_2000
2332,Vo Ladki,2022,,6.4,0,drama romance,hindi,after_2000,drama romance hindi after_2000
2333,Thottu Sellum Thendrale,2009,110 min,6.4,0,drama,tamil,after_2000,drama tamil after_2000
2334,F.A.L.T.U,2011,120 min,4.6,2943,comedy drama,punjabi,after_2000,comedy drama punjabi after_2000
2335,Arangu,1991,107 min,5.7,7,crime mystery,malayalam,1990_2000,crime mystery malayalam 1990_2000
2336,Bhale Mavayya,1994,,6.4,0,family,telugu,1990_2000,family telugu 1990_2000
2337,Samarpana,1992,,6.4,0,drama,telugu,1990_2000,drama telugu 1990_2000
2338,The Spirit of Mumbai,2014,98 min,7.4,19,action crime,hindi,after_2000,action crime hindi after_2000
2339,Badami Halwa,2017,116 min,6.4,0,drama,kannada,after_2000,drama kannada after_2000
2340,Girls' Hostel,1962,,4.4,9,drama,hindi,before_1980,drama hindi before_1980
2341,Nuvvostanante Nenoddantana,2005,165 min,7.7,2913,romance,telugu,after_2000,romance telugu after_2000
2342,Chhaya,1981,,6.4,0,musical,kannada,1980_1990,musical kannada 1980_1990
2343,Jaadui Pankh Aur Anya Kahaniyan,2010,,6.4,0,family,hindi,after_2000,family hindi after_2000
2344,Nettru Varai Nee Yaaro,2002,,6.4,0,drama,tamil,after_2000,drama tamil after_2000
2345,Veera Madakari,2009,175 min,6.5,250,action,kannada,after_2000,action kannada after_2000
